case,seed,dispatch,task_id,cumulative_share
case4,3,8400,3,0.200238
case4,3,8400,4,0.275595
case4,3,8400,5,0.323333
case4,3,8500,1,0.069176
case4,3,8500,2,0.130941
case4,3,8500,3,0.200588
case4,3,8500,4,0.275647
case4,3,8500,5,0.323647
case4,3,8600,1,0.068953
case4,3,8600,2,0.130698
case4,3,8600,3,0.200581
case4,3,8600,4,0.276279
case4,3,8600,5,0.323488
case4,3,8700,1,0.069080
case4,3,8700,2,0.131149
case4,3,8700,3,0.200345
case4,3,8700,4,0.275747
case4,3,8700,5,0.323678
case4,3,8800,1,0.068977
case4,3,8800,2,0.131477
case4,3,8800,3,0.201136
case4,3,8800,4,0.275114
case4,3,8800,5,0.323295
case4,3,8900,1,0.069101
case4,3,8900,2,0.132022
case4,3,8900,3,0.201461
case4,3,8900,4,0.274045
case4,3,8900,5,0.323371
case4,3,9000,1,0.069000
case4,3,9000,2,0.132333
case4,3,9000,3,0.201444
case4,3,9000,4,0.273556
case4,3,9000,5,0.323667
case4,3,9100,1,0.069560
case4,3,9100,2,0.132308
case4,3,9100,3,0.201209
case4,3,9100,4,0.273077
case4,3,9100,5,0.323846
case4,3,9200,1,0.069783
case4,3,9200,2,0.132826
case4,3,9200,3,0.200109
case4,3,9200,4,0.273261
case4,3,9200,5,0.324022
case4,3,9300,1,0.069355
case4,3,9300,2,0.132903
case4,3,9300,3,0.200000
case4,3,9300,4,0.272581
case4,3,9300,5,0.325161
case4,3,9400,1,0.069043
case4,3,9400,2,0.132979
case4,3,9400,3,0.199894
case4,3,9400,4,0.273404
case4,3,9400,5,0.324681
case4,3,9500,1,0.068737
case4,3,9500,2,0.132842
case4,3,9500,3,0.199053
case4,3,9500,4,0.273053
case4,3,9500,5,0.326316
case4,3,9600,1,0.068958
case4,3,9600,2,0.132708
case4,3,9600,3,0.199063
case4,3,9600,4,0.272708
case4,3,9600,5,0.326562
case4,3,9700,1,0.068763
case4,3,9700,2,0.133505
case4,3,9700,3,0.198247
case4,3,9700,4,0.272990
case4,3,9700,5,0.326495
case4,3,9800,1,0.068980
case4,3,9800,2,0.132857
case4,3,9800,3,0.198061
case4,3,9800,4,0.273980
case4,3,9800,5,0.326122
case4,3,9900,1,0.068889
case4,3,9900,2,0.133232
case4,3,9900,3,0.197778
case4,3,9900,4,0.274040
case4,3,9900,5,0.326061
case4,3,10000,1,0.068900
case4,3,10000,2,0.133100
case4,3,10000,3,0.198200
case4,3,10000,4,0.273600
case4,3,10000,5,0.326200
case4,4,100,1,0.090000
case4,4,100,2,0.120000
case4,4,100,3,0.160000
case4,4,100,4,0.260000
case4,4,100,5,0.370000
case4,4,200,1,0.060000
case4,4,200,2,0.155000
case4,4,200,3,0.200000
case4,4,200,4,0.230000
case4,4,200,5,0.355000
case4,4,300,1,0.070000
case4,4,300,2,0.150000
case4,4,300,3,0.193333
case4,4,300,4,0.243333
case4,4,300,5,0.343333
case4,4,400,1,0.065000
case4,4,400,2,0.150000
case4,4,400,3,0.187500
case4,4,400,4,0.245000
case4,4,400,5,0.352500
case4,4,500,1,0.066000
case4,4,500,2,0.136000
case4,4,500,3,0.200000
case4,4,500,4,0.236000
case4,4,500,5,0.362000
case4,4,600,1,0.065000
case4,4,600,2,0.143333
case4,4,600,3,0.188333
case4,4,600,4,0.246667
case4,4,600,5,0.356667
case4,4,700,1,0.065714
case4,4,700,2,0.137143
case4,4,700,3,0.190000
case4,4,700,4,0.247143
case4,4,700,5,0.360000
case4,4,800,1,0.066250
case4,4,800,2,0.130000
case4,4,800,3,0.190000
case4,4,800,4,0.253750
case4,4,800,5,0.360000
case4,4,900,1,0.067778
case4,4,900,2,0.126667
case4,4,900,3,0.193333
case4,4,900,4,0.261111
case4,4,900,5,0.351111
case4,4,1000,1,0.066000
case4,4,1000,2,0.125000
case4,4,1000,3,0.199000
case4,4,1000,4,0.262000
case4,4,1000,5,0.348000
case4,4,1100,1,0.065455
case4,4,1100,2,0.124545
case4,4,1100,3,0.200000
case4,4,1100,4,0.262727
case4,4,1100,5,0.347273
case4,4,1200,1,0.065833
case4,4,1200,2,0.128333
case4,4,1200,3,0.200000
case4,4,1200,4,0.265833
case4,4,1200,5,0.340000
case4,4,1300,1,0.065385
case4,4,1300,2,0.130769
case4,4,1300,3,0.203077
case4,4,1300,4,0.266923
case4,4,1300,5,0.333846
case4,4,1400,1,0.066429
case4,4,1400,2,0.129286
case4,4,1400,3,0.202857
case4,4,1400,4,0.267857
case4,4,1400,5,0.333571
case4,4,1500,1,0.066667
case4,4,1500,2,0.129333
case4,4,1500,3,0.196667
case4,4,1500,4,0.267333
case4,4,1500,5,0.340000
case4,4,1600,1,0.065625
case4,4,1600,2,0.131875
case4,4,1600,3,0.200000
case4,4,1600,4,0.266875
case4,4,1600,5,0.335625
case4,4,1700,1,0.065882
case4,4,1700,2,0.132941
case4,4,1700,3,0.197059
case4,4,1700,4,0.268824
case4,4,1700,5,0.335294
case4,4,1800,1,0.063333
case4,4,1800,2,0.133333
case4,4,1800,3,0.198889
case4,4,1800,4,0.268889
case4,4,1800,5,0.335556
case4,4,1900,1,0.064737
case4,4,1900,2,0.131579
case4,4,1900,3,0.198421
case4,4,1900,4,0.266316
case4,4,1900,5,0.338947
case4,4,2000,1,0.065500
case4,4,2000,2,0.134000
case4,4,2000,3,0.197000
case4,4,2000,4,0.268000
case4,4,2000,5,0.335500
case4,4,2100,1,0.068095
case4,4,2100,2,0.133810
case4,4,2100,3,0.195238
case4,4,2100,4,0.269524
case4,4,2100,5,0.333333
case4,4,2200,1,0.070909
case4,4,2200,2,0.135000
case4,4,2200,3,0.195909
case4,4,2200,4,0.268182
case4,4,2200,5,0.330000
case4,4,2300,1,0.069565
case4,4,2300,2,0.135217
case4,4,2300,3,0.198696
case4,4,2300,4,0.268261
case4,4,2300,5,0.328261
case4,4,2400,1,0.069583
case4,4,2400,2,0.134167
case4,4,2400,3,0.200417
case4,4,2400,4,0.266250
case4,4,2400,5,0.329583
case4,4,2500,1,0.069200
case4,4,2500,2,0.134400
case4,4,2500,3,0.200800
case4,4,2500,4,0.266800
case4,4,2500,5,0.328800
case4,4,2600,1,0.067692
case4,4,2600,2,0.135385
case4,4,2600,3,0.198846
case4,4,2600,4,0.267308
case4,4,2600,5,0.330769
case4,4,2700,1,0.067778
case4,4,2700,2,0.134444
case4,4,2700,3,0.197037
case4,4,2700,4,0.267778
case4,4,2700,5,0.332963
case4,4,2800,1,0.066786
case4,4,2800,2,0.134286
case4,4,2800,3,0.196786
case4,4,2800,4,0.267500
case4,4,2800,5,0.334643
case4,4,2900,1,0.065862
case4,4,2900,2,0.135517
case4,4,2900,3,0.195862
case4,4,2900,4,0.266552
case4,4,2900,5,0.336207
case4,4,3000,1,0.067333
case4,4,3000,2,0.136667
case4,4,3000,3,0.196333
case4,4,3000,4,0.264667
case4,4,3000,5,0.335000
case4,4,3100,1,0.066452
case4,4,3100,2,0.136129
case4,4,3100,3,0.196452
case4,4,3100,4,0.265484
case4,4,3100,5,0.335484
case4,4,3200,1,0.066562
case4,4,3200,2,0.135000
case4,4,3200,3,0.198125
case4,4,3200,4,0.265313
case4,4,3200,5,0.335000
case4,4,3300,1,0.065455
case4,4,3300,2,0.136667
case4,4,3300,3,0.196667
case4,4,3300,4,0.263333
case4,4,3300,5,0.337879
case4,4,3400,1,0.064706
case4,4,3400,2,0.137059
case4,4,3400,3,0.197059
case4,4,3400,4,0.262941
case4,4,3400,5,0.338235
case4,4,3500,1,0.064286
case4,4,3500,2,0.135429
case4,4,3500,3,0.197714
case4,4,3500,4,0.262857
case4,4,3500,5,0.339714
case4,4,3600,1,0.065278
case4,4,3600,2,0.134444
case4,4,3600,3,0.196667
case4,4,3600,4,0.263333
case4,4,3600,5,0.340278
case4,4,3700,1,0.065405
case4,4,3700,2,0.133514
case4,4,3700,3,0.196486
case4,4,3700,4,0.264324
case4,4,3700,5,0.340270
case4,4,3800,1,0.065000
case4,4,3800,2,0.133421
case4,4,3800,3,0.196316
case4,4,3800,4,0.265789
case4,4,3800,5,0.339474
case4,4,3900,1,0.064615
case4,4,3900,2,0.133333
case4,4,3900,3,0.196667
case4,4,3900,4,0.266410
case4,4,3900,5,0.338974
case4,4,4000,1,0.064000
case4,4,4000,2,0.133500
case4,4,4000,3,0.196000
case4,4,4000,4,0.266500
case4,4,4000,5,0.340000
case4,4,4100,1,0.062927
case4,4,4100,2,0.133659
case4,4,4100,3,0.196098
case4,4,4100,4,0.268780
case4,4,4100,5,0.338537
case4,4,4200,1,0.063333
case4,4,4200,2,0.134048
case4,4,4200,3,0.197143
case4,4,4200,4,0.268095
case4,4,4200,5,0.337381
case4,4,4300,1,0.063953
case4,4,4300,2,0.134186
case4,4,4300,3,0.197442
case4,4,4300,4,0.268605
case4,4,4300,5,0.335814
case4,4,4400,1,0.064318
case4,4,4400,2,0.133409
case4,4,4400,3,0.194545
case4,4,4400,4,0.269318
case4,4,4400,5,0.338409
case4,4,4500,1,0.064667
case4,4,4500,2,0.132889
case4,4,4500,3,0.193333
case4,4,4500,4,0.268222
case4,4,4500,5,0.340889
case4,4,4600,1,0.065652
case4,4,4600,2,0.133261
case4,4,4600,3,0.193261
case4,4,4600,4,0.266739
case4,4,4600,5,0.341087
case4,4,4700,1,0.065319
case4,4,4700,2,0.133191
case4,4,4700,3,0.194255
case4,4,4700,4,0.267234
case4,4,4700,5,0.340000
case4,4,4800,1,0.065833
case4,4,4800,2,0.133125
case4,4,4800,3,0.193958
case4,4,4800,4,0.267917
case4,4,4800,5,0.339167
case4,4,4900,1,0.065510
case4,4,4900,2,0.133878
case4,4,4900,3,0.193673
case4,4,4900,4,0.268776
case4,4,4900,5,0.338163
case4,4,5000,1,0.065600
case4,4,5000,2,0.134400
case4,4,5000,3,0.192600
case4,4,5000,4,0.268800
case4,4,5000,5,0.338600
case4,4,5100,1,0.065098
case4,4,5100,2,0.133529
case4,4,5100,3,0.193725
case4,4,5100,4,0.269216
case4,4,5100,5,0.338431
case4,4,5200,1,0.065385
case4,4,5200,2,0.133846
case4,4,5200,3,0.193654
case4,4,5200,4,0.269423
case4,4,5200,5,0.337692
case4,4,5300,1,0.065660
case4,4,5300,2,0.133962
case4,4,5300,3,0.194340
case4,4,5300,4,0.268868
case4,4,5300,5,0.337170
case4,4,5400,1,0.065370
case4,4,5400,2,0.133148
case4,4,5400,3,0.193889
case4,4,5400,4,0.269630
case4,4,5400,5,0.337963
case4,4,5500,1,0.064545
case4,4,5500,2,0.133455
case4,4,5500,3,0.194545
case4,4,5500,4,0.270182
case4,4,5500,5,0.337273
case4,4,5600,1,0.064107
case4,4,5600,2,0.133393
case4,4,5600,3,0.194286
case4,4,5600,4,0.270714
case4,4,5600,5,0.337500
case4,4,5700,1,0.064211
case4,4,5700,2,0.133684
case4,4,5700,3,0.194737
case4,4,5700,4,0.271053
case4,4,5700,5,0.336316
case4,4,5800,1,0.064310
case4,4,5800,2,0.133621
case4,4,5800,3,0.196207
case4,4,5800,4,0.271207
case4,4,5800,5,0.334655
case4,4,5900,1,0.065085
case4,4,5900,2,0.134407
case4,4,5900,3,0.195254
case4,4,5900,4,0.271186
case4,4,5900,5,0.334068
case4,4,6000,1,0.065667
case4,4,6000,2,0.134500
case4,4,6000,3,0.194833
case4,4,6000,4,0.271500
case4,4,6000,5,0.333500
case4,4,6100,1,0.065410
case4,4,6100,2,0.134426
case4,4,6100,3,0.195410
case4,4,6100,4,0.270820
case4,4,6100,5,0.333934
case4,4,6200,1,0.065484
case4,4,6200,2,0.134516
case4,4,6200,3,0.194355
case4,4,6200,4,0.271452
case4,4,6200,5,0.334194
case4,4,6300,1,0.065238
case4,4,6300,2,0.134127
case4,4,6300,3,0.194286
case4,4,6300,4,0.272222
case4,4,6300,5,0.334127
case4,4,6400,1,0.064531
case4,4,6400,2,0.134531
case4,4,6400,3,0.193750
case4,4,6400,4,0.272188
case4,4,6400,5,0.335000
case4,4,6500,1,0.065077
case4,4,6500,2,0.133846
case4,4,6500,3,0.193538
case4,4,6500,4,0.272615
case4,4,6500,5,0.334923
case4,4,6600,1,0.065152
case4,4,6600,2,0.133182
case4,4,6600,3,0.193788
case4,4,6600,4,0.272273
case4,4,6600,5,0.335606
case4,4,6700,1,0.064925
case4,4,6700,2,0.133582
case4,4,6700,3,0.194925
case4,4,6700,4,0.272537
case4,4,6700,5,0.334030
case4,4,6800,1,0.064706
case4,4,6800,2,0.133235
case4,4,6800,3,0.195441
case4,4,6800,4,0.271324
case4,4,6800,5,0.335294
case4,4,6900,1,0.064783
case4,4,6900,2,0.133333
case4,4,6900,3,0.195507
case4,4,6900,4,0.270870
case4,4,6900,5,0.335507
case4,4,7000,1,0.065000
case4,4,7000,2,0.132714
case4,4,7000,3,0.195000
case4,4,7000,4,0.271714
case4,4,7000,5,0.335571
case4,4,7100,1,0.065070
case4,4,7100,2,0.132535
case4,4,7100,3,0.195070
case4,4,7100,4,0.272394
case4,4,7100,5,0.334930
case4,4,7200,1,0.065972
case4,4,7200,2,0.131806
case4,4,7200,3,0.195417
case4,4,7200,4,0.271944
case4,4,7200,5,0.334861
case4,4,7300,1,0.065616
case4,4,7300,2,0.132055
case4,4,7300,3,0.196027
case4,4,7300,4,0.270685
case4,4,7300,5,0.335616
case4,4,7400,1,0.065541
case4,4,7400,2,0.132432
case4,4,7400,3,0.195676
case4,4,7400,4,0.270946
case4,4,7400,5,0.335405
case4,4,7500,1,0.065867
case4,4,7500,2,0.132267
case4,4,7500,3,0.195600
case4,4,7500,4,0.271333
case4,4,7500,5,0.334933
case4,4,7600,1,0.065395
case4,4,7600,2,0.131447
case4,4,7600,3,0.195263
case4,4,7600,4,0.272368
case4,4,7600,5,0.335526
case4,4,7700,1,0.065195
case4,4,7700,2,0.130779
case4,4,7700,3,0.195974
case4,4,7700,4,0.272468
case4,4,7700,5,0.335584
case4,4,7800,1,0.065000
case4,4,7800,2,0.130128
case4,4,7800,3,0.196026
case4,4,7800,4,0.272692
case4,4,7800,5,0.336154
case4,4,7900,1,0.065316
case4,4,7900,2,0.130253
case4,4,7900,3,0.196329
case4,4,7900,4,0.272911
case4,4,7900,5,0.335190
case4,4,8000,1,0.064750
case4,4,8000,2,0.130500
case4,4,8000,3,0.196500
case4,4,8000,4,0.273875
case4,4,8000,5,0.334375
case4,4,8100,1,0.064938
case4,4,8100,2,0.130617
case4,4,8100,3,0.195926
case4,4,8100,4,0.274938
case4,4,8100,5,0.333580
case4,4,8200,1,0.064756
case4,4,8200,2,0.131220
case4,4,8200,3,0.196220
case4,4,8200,4,0.274756
case4,4,8200,5,0.333049
case4,4,8300,1,0.064337
case4,4,8300,2,0.131205
case4,4,8300,3,0.195783
case4,4,8300,4,0.275301
case4,4,8300,5,0.333373
case4,4,8400,1,0.064167
case4,4,8400,2,0.131429
case4,4,8400,3,0.195476
case4,4,8400,4,0.274881
case4,4,8400,5,0.334048
case4,4,8500,1,0.064118
case4,4,8500,2,0.131059
case4,4,8500,3,0.197059
case4,4,8500,4,0.274706
case4,4,8500,5,0.333059
case4,4,8600,1,0.064302
case4,4,8600,2,0.131395
case4,4,8600,3,0.196744
case4,4,8600,4,0.274419
case4,4,8600,5,0.333140
case4,4,8700,1,0.064713
case4,4,8700,2,0.131149
case4,4,8700,3,0.196782
case4,4,8700,4,0.275057
case4,4,8700,5,0.332299
case4,4,8800,1,0.064886
case4,4,8800,2,0.132045
case4,4,8800,3,0.196705
case4,4,8800,4,0.275341
case4,4,8800,5,0.331023
case4,4,8900,1,0.065169
case4,4,8900,2,0.131798
case4,4,8900,3,0.196742
case4,4,8900,4,0.274494
case4,4,8900,5,0.331798
case4,4,9000,1,0.065556
case4,4,9000,2,0.132111
case4,4,9000,3,0.196667
case4,4,9000,4,0.275000
case4,4,9000,5,0.330667
case4,4,9100,1,0.065495
case4,4,9100,2,0.131978
case4,4,9100,3,0.197582
case4,4,9100,4,0.274615
case4,4,9100,5,0.330330
case4,4,9200,1,0.065435
case4,4,9200,2,0.132065
case4,4,9200,3,0.197283
case4,4,9200,4,0.275109
case4,4,9200,5,0.330109
case4,4,9300,1,0.065269
case4,4,9300,2,0.132151
case4,4,9300,3,0.197634
case4,4,9300,4,0.275484
case4,4,9300,5,0.329462
case4,4,9400,1,0.065213
case4,4,9400,2,0.132234
case4,4,9400,3,0.196702
case4,4,9400,4,0.276809
case4,4,9400,5,0.329043
case4,4,9500,1,0.064947
case4,4,9500,2,0.131789
case4,4,9500,3,0.196947
case4,4,9500,4,0.277263
case4,4,9500,5,0.329053
case4,4,9600,1,0.065417
case4,4,9600,2,0.131667
case4,4,9600,3,0.196563
case4,4,9600,4,0.276875
case4,4,9600,5,0.329479
case4,4,9700,1,0.065464
case4,4,9700,2,0.132062
case4,4,9700,3,0.197010
case4,4,9700,4,0.276495
case4,4,9700,5,0.328969
case4,4,9800,1,0.065204
case4,4,9800,2,0.131633
case4,4,9800,3,0.197551
case4,4,9800,4,0.276633
case4,4,9800,5,0.328980
case4,4,9900,1,0.065051
case4,4,9900,2,0.131616
case4,4,9900,3,0.197576
case4,4,9900,4,0.276263
case4,4,9900,5,0.329495
case4,4,10000,1,0.065200
case4,4,10000,2,0.132000
case4,4,10000,3,0.197700
case4,4,10000,4,0.276100
case4,4,10000,5,0.329000
case4,5,100,1,0.020000
case4,5,100,2,0.080000
case4,5,100,3,0.210000
case4,5,100,4,0.390000
case4,5,100,5,0.300000
case4,5,200,1,0.050000
case4,5,200,2,0.085000
case4,5,200,3,0.200000
case4,5,200,4,0.335000
case4,5,200,5,0.330000
case4,5,300,1,0.050000
case4,5,300,2,0.093333
case4,5,300,3,0.206667
case4,5,300,4,0.306667
case4,5,300,5,0.343333
case4,5,400,1,0.050000
case4,5,400,2,0.112500
case4,5,400,3,0.192500
case4,5,400,4,0.302500
case4,5,400,5,0.342500
case4,5,500,1,0.050000
case4,5,500,2,0.108000
case4,5,500,3,0.200000
case4,5,500,4,0.310000
case4,5,500,5,0.332000
case4,5,600,1,0.056667
case4,5,600,2,0.115000
case4,5,600,3,0.201667
case4,5,600,4,0.296667
case4,5,600,5,0.330000
case4,5,700,1,0.061429
case4,5,700,2,0.118571
case4,5,700,3,0.194286
case4,5,700,4,0.294286
case4,5,700,5,0.331429
case4,5,800,1,0.057500
case4,5,800,2,0.121250
case4,5,800,3,0.193750
case4,5,800,4,0.292500
case4,5,800,5,0.335000
case4,5,900,1,0.058889
case4,5,900,2,0.120000
case4,5,900,3,0.188889
case4,5,900,4,0.290000
case4,5,900,5,0.342222
case4,5,1000,1,0.062000
case4,5,1000,2,0.120000
case4,5,1000,3,0.187000
case4,5,1000,4,0.291000
case4,5,1000,5,0.340000
case4,5,1100,1,0.061818
case4,5,1100,2,0.128182
case4,5,1100,3,0.183636
case4,5,1100,4,0.288182
case4,5,1100,5,0.338182
case4,5,1200,1,0.065000
case4,5,1200,2,0.130000
case4,5,1200,3,0.180000
case4,5,1200,4,0.285833
case4,5,1200,5,0.339167
case4,5,1300,1,0.065385
case4,5,1300,2,0.130769
case4,5,1300,3,0.184615
case4,5,1300,4,0.280000
case4,5,1300,5,0.339231
case4,5,1400,1,0.065714
case4,5,1400,2,0.131429
case4,5,1400,3,0.195714
case4,5,1400,4,0.276429
case4,5,1400,5,0.330714
case4,5,1500,1,0.065333
case4,5,1500,2,0.132000
case4,5,1500,3,0.197333
case4,5,1500,4,0.276667
case4,5,1500,5,0.328667
case4,5,1600,1,0.064375
case4,5,1600,2,0.133125
case4,5,1600,3,0.198125
case4,5,1600,4,0.278750
case4,5,1600,5,0.325625
case4,5,1700,1,0.065882
case4,5,1700,2,0.130588
case4,5,1700,3,0.198235
case4,5,1700,4,0.277647
case4,5,1700,5,0.327647
case4,5,1800,1,0.067222
case4,5,1800,2,0.130000
case4,5,1800,3,0.193333
case4,5,1800,4,0.280556
case4,5,1800,5,0.328889
case4,5,1900,1,0.069474
case4,5,1900,2,0.128421
case4,5,1900,3,0.196842
case4,5,1900,4,0.277368
case4,5,1900,5,0.327895
case4,5,2000,1,0.069000
case4,5,2000,2,0.127500
case4,5,2000,3,0.202000
case4,5,2000,4,0.273000
case4,5,2000,5,0.328500
case4,5,2100,1,0.070000
case4,5,2100,2,0.125238
case4,5,2100,3,0.199524
case4,5,2100,4,0.274286
case4,5,2100,5,0.330952
case4,5,2200,1,0.070455
case4,5,2200,2,0.125909
case4,5,2200,3,0.198636
case4,5,2200,4,0.275909
case4,5,2200,5,0.329091
case4,5,2300,1,0.071304
case4,5,2300,2,0.124783
case4,5,2300,3,0.199130
case4,5,2300,4,0.278261
case4,5,2300,5,0.326522
case4,5,2400,1,0.070833
case4,5,2400,2,0.124583
case4,5,2400,3,0.198750
case4,5,2400,4,0.278333
case4,5,2400,5,0.327500
case4,5,2500,1,0.072800
case4,5,2500,2,0.122800
case4,5,2500,3,0.197200
case4,5,2500,4,0.278400
case4,5,2500,5,0.328800
case4,5,2600,1,0.073077
case4,5,2600,2,0.120000
case4,5,2600,3,0.193077
case4,5,2600,4,0.282308
case4,5,2600,5,0.331538
case4,5,2700,1,0.074444
case4,5,2700,2,0.120370
case4,5,2700,3,0.193333
case4,5,2700,4,0.281852
case4,5,2700,5,0.330000
case4,5,2800,1,0.075000
case4,5,2800,2,0.120714
case4,5,2800,3,0.193214
case4,5,2800,4,0.282143
case4,5,2800,5,0.328929
case4,5,2900,1,0.074483
case4,5,2900,2,0.121034
case4,5,2900,3,0.193793
case4,5,2900,4,0.282759
case4,5,2900,5,0.327931
case4,5,3000,1,0.073333
case4,5,3000,2,0.122667
case4,5,3000,3,0.193333
case4,5,3000,4,0.283333
case4,5,3000,5,0.327333
case4,5,3100,1,0.074194
case4,5,3100,2,0.124194
case4,5,3100,3,0.196452
case4,5,3100,4,0.279677
case4,5,3100,5,0.325484
case4,5,3200,1,0.073750
case4,5,3200,2,0.124375
case4,5,3200,3,0.196563
case4,5,3200,4,0.277187
case4,5,3200,5,0.328125
case4,5,3300,1,0.073636
case4,5,3300,2,0.123939
case4,5,3300,3,0.196970
case4,5,3300,4,0.275152
case4,5,3300,5,0.330303
case4,5,3400,1,0.074118
case4,5,3400,2,0.124412
case4,5,3400,3,0.196176
case4,5,3400,4,0.275294
case4,5,3400,5,0.330000
case4,5,3500,1,0.074000
case4,5,3500,2,0.124286
case4,5,3500,3,0.196000
case4,5,3500,4,0.275714
case4,5,3500,5,0.330000
case4,5,3600,1,0.074722
case4,5,3600,2,0.126111
case4,5,3600,3,0.195556
case4,5,3600,4,0.275556
case4,5,3600,5,0.328056
case4,5,3700,1,0.075676
case4,5,3700,2,0.127027
case4,5,3700,3,0.194865
case4,5,3700,4,0.274054
case4,5,3700,5,0.328378
case4,5,3800,1,0.076053
case4,5,3800,2,0.126842
case4,5,3800,3,0.195526
case4,5,3800,4,0.272368
case4,5,3800,5,0.329211
case4,5,3900,1,0.075897
case4,5,3900,2,0.125641
case4,5,3900,3,0.198205
case4,5,3900,4,0.270769
case4,5,3900,5,0.329487
case4,5,4000,1,0.076250
case4,5,4000,2,0.126000
case4,5,4000,3,0.196250
case4,5,4000,4,0.272750
case4,5,4000,5,0.328750
case4,5,4100,1,0.076585
case4,5,4100,2,0.125854
case4,5,4100,3,0.197561
case4,5,4100,4,0.272195
case4,5,4100,5,0.327805
case4,5,4200,1,0.075952
case4,5,4200,2,0.125000
case4,5,4200,3,0.199048
case4,5,4200,4,0.271667
case4,5,4200,5,0.328333
case4,5,4300,1,0.075814
case4,5,4300,2,0.126047
case4,5,4300,3,0.199302
case4,5,4300,4,0.273256
case4,5,4300,5,0.325581
case4,5,4400,1,0.076364
case4,5,4400,2,0.125455
case4,5,4400,3,0.199318
case4,5,4400,4,0.272955
case4,5,4400,5,0.325909
case4,5,4500,1,0.074889
case4,5,4500,2,0.126667
case4,5,4500,3,0.200889
case4,5,4500,4,0.272444
case4,5,4500,5,0.325111
case4,5,4600,1,0.074783
case4,5,4600,2,0.126957
case4,5,4600,3,0.199348
case4,5,4600,4,0.273913
case4,5,4600,5,0.325000
case4,5,4700,1,0.075106
case4,5,4700,2,0.127447
case4,5,4700,3,0.200638
case4,5,4700,4,0.272553
case4,5,4700,5,0.324255
case4,5,4800,1,0.075000
case4,5,4800,2,0.126458
case4,5,4800,3,0.201458
case4,5,4800,4,0.273333
case4,5,4800,5,0.323750
case4,5,4900,1,0.074490
case4,5,4900,2,0.128367
case4,5,4900,3,0.200612
case4,5,4900,4,0.272857
case4,5,4900,5,0.323673
case4,5,5000,1,0.074200
case4,5,5000,2,0.128600
case4,5,5000,3,0.200600
case4,5,5000,4,0.272800
case4,5,5000,5,0.323800
case4,5,5100,1,0.075490
case4,5,5100,2,0.128824
case4,5,5100,3,0.200392
case4,5,5100,4,0.273725
case4,5,5100,5,0.321569
case4,5,5200,1,0.075385
case4,5,5200,2,0.129423
case4,5,5200,3,0.201538
case4,5,5200,4,0.273269
case4,5,5200,5,0.320385
case4,5,5300,1,0.075094
case4,5,5300,2,0.129434
case4,5,5300,3,0.202264
case4,5,5300,4,0.273774
case4,5,5300,5,0.319434
case4,5,5400,1,0.074815
case4,5,5400,2,0.130000
case4,5,5400,3,0.202593
case4,5,5400,4,0.273148
case4,5,5400,5,0.319444
case4,5,5500,1,0.074364
case4,5,5500,2,0.130909
case4,5,5500,3,0.202182
case4,5,5500,4,0.271818
case4,5,5500,5,0.320727
case4,5,5600,1,0.074821
case4,5,5600,2,0.131250
case4,5,5600,3,0.201786
case4,5,5600,4,0.271607
case4,5,5600,5,0.320536
case4,5,5700,1,0.075263
case4,5,5700,2,0.130877
case4,5,5700,3,0.201228
case4,5,5700,4,0.272456
case4,5,5700,5,0.320175
case4,5,5800,1,0.074655
case4,5,5800,2,0.131034
case4,5,5800,3,0.200517
case4,5,5800,4,0.273621
case4,5,5800,5,0.320172
case4,5,5900,1,0.074237
case4,5,5900,2,0.131017
case4,5,5900,3,0.200847
case4,5,5900,4,0.273729
case4,5,5900,5,0.320169
case4,5,6000,1,0.074167
case4,5,6000,2,0.131167
case4,5,6000,3,0.202333
case4,5,6000,4,0.273167
case4,5,6000,5,0.319167
case4,5,6100,1,0.074098
case4,5,6100,2,0.130492
case4,5,6100,3,0.202623
case4,5,6100,4,0.273443
case4,5,6100,5,0.319344
case4,5,6200,1,0.073548
case4,5,6200,2,0.130000
case4,5,6200,3,0.201452
case4,5,6200,4,0.274677
case4,5,6200,5,0.320323
case4,5,6300,1,0.073651
case4,5,6300,2,0.130159
case4,5,6300,3,0.201429
case4,5,6300,4,0.273016
case4,5,6300,5,0.321746
case4,5,6400,1,0.073438
case4,5,6400,2,0.130000
case4,5,6400,3,0.201094
case4,5,6400,4,0.271875
case4,5,6400,5,0.323594
case4,5,6500,1,0.073538
case4,5,6500,2,0.129385
case4,5,6500,3,0.201538
case4,5,6500,4,0.272308
case4,5,6500,5,0.323231
case4,5,6600,1,0.073182
case4,5,6600,2,0.130000
case4,5,6600,3,0.201212
case4,5,6600,4,0.272879
case4,5,6600,5,0.322727
case4,5,6700,1,0.072388
case4,5,6700,2,0.130299
case4,5,6700,3,0.201791
case4,5,6700,4,0.272985
case4,5,6700,5,0.322537
case4,5,6800,1,0.071912
case4,5,6800,2,0.130294
case4,5,6800,3,0.202206
case4,5,6800,4,0.273088
case4,5,6800,5,0.322500
case4,5,6900,1,0.071594
case4,5,6900,2,0.129565
case4,5,6900,3,0.203043
case4,5,6900,4,0.272464
case4,5,6900,5,0.323333
case4,5,7000,1,0.071000
case4,5,7000,2,0.129000
case4,5,7000,3,0.203714
case4,5,7000,4,0.272714
case4,5,7000,5,0.323571
case4,5,7100,1,0.070704
case4,5,7100,2,0.129155
case4,5,7100,3,0.203803
case4,5,7100,4,0.271972
