case,seed,dispatch,task_id,cumulative_share
case3,2,8700,1,0.199080
case3,2,8700,2,0.204368
case3,2,8700,3,0.197586
case3,2,8700,4,0.195517
case3,2,8700,5,0.203448
case3,2,8800,1,0.199205
case3,2,8800,2,0.204659
case3,2,8800,3,0.196932
case3,2,8800,4,0.195795
case3,2,8800,5,0.203409
case3,2,8900,1,0.199326
case3,2,8900,2,0.205618
case3,2,8900,3,0.196292
case3,2,8900,4,0.195506
case3,2,8900,5,0.203258
case3,2,9000,1,0.199222
case3,2,9000,2,0.205778
case3,2,9000,3,0.196222
case3,2,9000,4,0.195556
case3,2,9000,5,0.203222
case3,2,9100,1,0.199560
case3,2,9100,2,0.205495
case3,2,9100,3,0.196484
case3,2,9100,4,0.194396
case3,2,9100,5,0.204066
case3,2,9200,1,0.199457
case3,2,9200,2,0.205217
case3,2,9200,3,0.196522
case3,2,9200,4,0.195435
case3,2,9200,5,0.203370
case3,2,9300,1,0.199032
case3,2,9300,2,0.205806
case3,2,9300,3,0.196344
case3,2,9300,4,0.195914
case3,2,9300,5,0.202903
case3,2,9400,1,0.199043
case3,2,9400,2,0.206277
case3,2,9400,3,0.196170
case3,2,9400,4,0.195532
case3,2,9400,5,0.202979
case3,2,9500,1,0.198842
case3,2,9500,2,0.206211
case3,2,9500,3,0.196105
case3,2,9500,4,0.196211
case3,2,9500,5,0.202632
case3,2,9600,1,0.199479
case3,2,9600,2,0.206354
case3,2,9600,3,0.195937
case3,2,9600,4,0.196146
case3,2,9600,5,0.202083
case3,2,9700,1,0.198969
case3,2,9700,2,0.205979
case3,2,9700,3,0.196701
case3,2,9700,4,0.196598
case3,2,9700,5,0.201753
case3,2,9800,1,0.198061
case3,2,9800,2,0.205816
case3,2,9800,3,0.197245
case3,2,9800,4,0.196837
case3,2,9800,5,0.202041
case3,2,9900,1,0.197980
case3,2,9900,2,0.205657
case3,2,9900,3,0.197374
case3,2,9900,4,0.196768
case3,2,9900,5,0.202222
case3,2,10000,1,0.197800
case3,2,10000,2,0.206100
case3,2,10000,3,0.197200
case3,2,10000,4,0.196800
case3,2,10000,5,0.202100
case3,3,100,1,0.160000
case3,3,100,2,0.200000
case3,3,100,3,0.250000
case3,3,100,4,0.140000
case3,3,100,5,0.250000
case3,3,200,1,0.165000
case3,3,200,2,0.175000
case3,3,200,3,0.235000
case3,3,200,4,0.185000
case3,3,200,5,0.240000
case3,3,300,1,0.206667
case3,3,300,2,0.170000
case3,3,300,3,0.220000
case3,3,300,4,0.176667
case3,3,300,5,0.226667
case3,3,400,1,0.192500
case3,3,400,2,0.177500
case3,3,400,3,0.217500
case3,3,400,4,0.187500
case3,3,400,5,0.225000
case3,3,500,1,0.198000
case3,3,500,2,0.174000
case3,3,500,3,0.220000
case3,3,500,4,0.196000
case3,3,500,5,0.212000
case3,3,600,1,0.196667
case3,3,600,2,0.170000
case3,3,600,3,0.218333
case3,3,600,4,0.188333
case3,3,600,5,0.226667
case3,3,700,1,0.202857
case3,3,700,2,0.171429
case3,3,700,3,0.214286
case3,3,700,4,0.190000
case3,3,700,5,0.221429
case3,3,800,1,0.198750
case3,3,800,2,0.173750
case3,3,800,3,0.210000
case3,3,800,4,0.196250
case3,3,800,5,0.221250
case3,3,900,1,0.203333
case3,3,900,2,0.172222
case3,3,900,3,0.205556
case3,3,900,4,0.202222
case3,3,900,5,0.216667
case3,3,1000,1,0.215000
case3,3,1000,2,0.174000
case3,3,1000,3,0.203000
case3,3,1000,4,0.200000
case3,3,1000,5,0.208000
case3,3,1100,1,0.214545
case3,3,1100,2,0.182727
case3,3,1100,3,0.204545
case3,3,1100,4,0.190000
case3,3,1100,5,0.208182
case3,3,1200,1,0.218333
case3,3,1200,2,0.183333
case3,3,1200,3,0.203333
case3,3,1200,4,0.194167
case3,3,1200,5,0.200833
case3,3,1300,1,0.221538
case3,3,1300,2,0.176923
case3,3,1300,3,0.202308
case3,3,1300,4,0.200769
case3,3,1300,5,0.198462
case3,3,1400,1,0.215000
case3,3,1400,2,0.181429
case3,3,1400,3,0.201429
case3,3,1400,4,0.202143
case3,3,1400,5,0.200000
case3,3,1500,1,0.212667
case3,3,1500,2,0.186000
case3,3,1500,3,0.202000
case3,3,1500,4,0.204000
case3,3,1500,5,0.195333
case3,3,1600,1,0.212500
case3,3,1600,2,0.185625
case3,3,1600,3,0.200625
case3,3,1600,4,0.206875
case3,3,1600,5,0.194375
case3,3,1700,1,0.212941
case3,3,1700,2,0.189412
case3,3,1700,3,0.194706
case3,3,1700,4,0.208824
case3,3,1700,5,0.194118
case3,3,1800,1,0.212222
case3,3,1800,2,0.191111
case3,3,1800,3,0.196667
case3,3,1800,4,0.206667
case3,3,1800,5,0.193333
case3,3,1900,1,0.211579
case3,3,1900,2,0.192632
case3,3,1900,3,0.198947
case3,3,1900,4,0.207895
case3,3,1900,5,0.188947
case3,3,2000,1,0.211000
case3,3,2000,2,0.192500
case3,3,2000,3,0.201500
case3,3,2000,4,0.206000
case3,3,2000,5,0.189000
case3,3,2100,1,0.214762
case3,3,2100,2,0.190952
case3,3,2100,3,0.201905
case3,3,2100,4,0.201905
case3,3,2100,5,0.190476
case3,3,2200,1,0.213636
case3,3,2200,2,0.193182
case3,3,2200,3,0.199545
case3,3,2200,4,0.202273
case3,3,2200,5,0.191364
case3,3,2300,1,0.210870
case3,3,2300,2,0.196087
case3,3,2300,3,0.200435
case3,3,2300,4,0.202174
case3,3,2300,5,0.190435
case3,3,2400,1,0.207500
case3,3,2400,2,0.196250
case3,3,2400,3,0.201250
case3,3,2400,4,0.202917
case3,3,2400,5,0.192083
case3,3,2500,1,0.206000
case3,3,2500,2,0.194800
case3,3,2500,3,0.204800
case3,3,2500,4,0.203200
case3,3,2500,5,0.191200
case3,3,2600,1,0.206154
case3,3,2600,2,0.195385
case3,3,2600,3,0.204615
case3,3,2600,4,0.200000
case3,3,2600,5,0.193846
case3,3,2700,1,0.207407
case3,3,2700,2,0.194815
case3,3,2700,3,0.202593
case3,3,2700,4,0.202222
case3,3,2700,5,0.192963
case3,3,2800,1,0.205714
case3,3,2800,2,0.196071
case3,3,2800,3,0.203214
case3,3,2800,4,0.202143
case3,3,2800,5,0.192857
case3,3,2900,1,0.206207
case3,3,2900,2,0.195862
case3,3,2900,3,0.203448
case3,3,2900,4,0.204138
case3,3,2900,5,0.190345
case3,3,3000,1,0.207667
case3,3,3000,2,0.197000
case3,3,3000,3,0.205667
case3,3,3000,4,0.201000
case3,3,3000,5,0.188667
case3,3,3100,1,0.208387
case3,3,3100,2,0.199032
case3,3,3100,3,0.205484
case3,3,3100,4,0.199355
case3,3,3100,5,0.187742
case3,3,3200,1,0.206563
case3,3,3200,2,0.199375
case3,3,3200,3,0.204687
case3,3,3200,4,0.199375
case3,3,3200,5,0.190000
case3,3,3300,1,0.205455
case3,3,3300,2,0.200000
case3,3,3300,3,0.206061
case3,3,3300,4,0.200909
case3,3,3300,5,0.187576
case3,3,3400,1,0.204412
case3,3,3400,2,0.200294
case3,3,3400,3,0.205588
case3,3,3400,4,0.200882
case3,3,3400,5,0.188824
case3,3,3500,1,0.204000
case3,3,3500,2,0.198857
case3,3,3500,3,0.205429
case3,3,3500,4,0.200571
case3,3,3500,5,0.191143
case3,3,3600,1,0.203889
case3,3,3600,2,0.199444
case3,3,3600,3,0.206111
case3,3,3600,4,0.199722
case3,3,3600,5,0.190833
case3,3,3700,1,0.203784
case3,3,3700,2,0.197297
case3,3,3700,3,0.204595
case3,3,3700,4,0.200811
case3,3,3700,5,0.193514
case3,3,3800,1,0.205000
case3,3,3800,2,0.195789
case3,3,3800,3,0.205263
case3,3,3800,4,0.198947
case3,3,3800,5,0.195000
case3,3,3900,1,0.205128
case3,3,3900,2,0.197179
case3,3,3900,3,0.203333
case3,3,3900,4,0.199487
case3,3,3900,5,0.194872
case3,3,4000,1,0.205250
case3,3,4000,2,0.197000
case3,3,4000,3,0.203000
case3,3,4000,4,0.199750
case3,3,4000,5,0.195000
case3,3,4100,1,0.204878
case3,3,4100,2,0.197317
case3,3,4100,3,0.202927
case3,3,4100,4,0.200244
case3,3,4100,5,0.194634
case3,3,4200,1,0.204048
case3,3,4200,2,0.197143
case3,3,4200,3,0.203810
case3,3,4200,4,0.201429
case3,3,4200,5,0.193571
case3,3,4300,1,0.202326
case3,3,4300,2,0.196977
case3,3,4300,3,0.204186
case3,3,4300,4,0.200698
case3,3,4300,5,0.195814
case3,3,4400,1,0.200909
case3,3,4400,2,0.196136
case3,3,4400,3,0.204545
case3,3,4400,4,0.200455
case3,3,4400,5,0.197955
case3,3,4500,1,0.200444
case3,3,4500,2,0.196444
case3,3,4500,3,0.203778
case3,3,4500,4,0.201111
case3,3,4500,5,0.198222
case3,3,4600,1,0.200870
case3,3,4600,2,0.197391
case3,3,4600,3,0.202609
case3,3,4600,4,0.200870
case3,3,4600,5,0.198261
case3,3,4700,1,0.201489
case3,3,4700,2,0.196596
case3,3,4700,3,0.203191
case3,3,4700,4,0.201489
case3,3,4700,5,0.197234
case3,3,4800,1,0.201875
case3,3,4800,2,0.196667
case3,3,4800,3,0.203750
case3,3,4800,4,0.200625
case3,3,4800,5,0.197083
case3,3,4900,1,0.201429
case3,3,4900,2,0.197959
case3,3,4900,3,0.202653
case3,3,4900,4,0.201020
case3,3,4900,5,0.196939
case3,3,5000,1,0.201600
case3,3,5000,2,0.197400
case3,3,5000,3,0.203600
case3,3,5000,4,0.200200
case3,3,5000,5,0.197200
case3,3,5100,1,0.200980
case3,3,5100,2,0.197843
case3,3,5100,3,0.203725
case3,3,5100,4,0.200196
case3,3,5100,5,0.197255
case3,3,5200,1,0.201154
case3,3,5200,2,0.197885
case3,3,5200,3,0.204231
case3,3,5200,4,0.201346
case3,3,5200,5,0.195385
case3,3,5300,1,0.199811
case3,3,5300,2,0.197358
case3,3,5300,3,0.204151
case3,3,5300,4,0.202830
case3,3,5300,5,0.195849
case3,3,5400,1,0.198519
case3,3,5400,2,0.198704
case3,3,5400,3,0.202963
case3,3,5400,4,0.202963
case3,3,5400,5,0.196852
case3,3,5500,1,0.197818
case3,3,5500,2,0.199091
case3,3,5500,3,0.202727
case3,3,5500,4,0.203091
case3,3,5500,5,0.197273
case3,3,5600,1,0.197679
case3,3,5600,2,0.198750
case3,3,5600,3,0.203214
case3,3,5600,4,0.202679
case3,3,5600,5,0.197679
case3,3,5700,1,0.197193
case3,3,5700,2,0.198772
case3,3,5700,3,0.204035
case3,3,5700,4,0.201579
case3,3,5700,5,0.198421
case3,3,5800,1,0.197241
case3,3,5800,2,0.198793
case3,3,5800,3,0.203621
case3,3,5800,4,0.202241
case3,3,5800,5,0.198103
case3,3,5900,1,0.196441
case3,3,5900,2,0.198983
case3,3,5900,3,0.204068
case3,3,5900,4,0.202542
case3,3,5900,5,0.197966
case3,3,6000,1,0.196667
case3,3,6000,2,0.198167
case3,3,6000,3,0.203500
case3,3,6000,4,0.203667
case3,3,6000,5,0.198000
case3,3,6100,1,0.196721
case3,3,6100,2,0.197705
case3,3,6100,3,0.202951
case3,3,6100,4,0.204262
case3,3,6100,5,0.198361
case3,3,6200,1,0.198065
case3,3,6200,2,0.196935
case3,3,6200,3,0.202742
case3,3,6200,4,0.204516
case3,3,6200,5,0.197742
case3,3,6300,1,0.197937
case3,3,6300,2,0.197302
case3,3,6300,3,0.203016
case3,3,6300,4,0.203333
case3,3,6300,5,0.198413
case3,3,6400,1,0.197813
case3,3,6400,2,0.197969
case3,3,6400,3,0.203281
case3,3,6400,4,0.203125
case3,3,6400,5,0.197813
case3,3,6500,1,0.198154
case3,3,6500,2,0.197385
case3,3,6500,3,0.203538
case3,3,6500,4,0.202769
case3,3,6500,5,0.198154
case3,3,6600,1,0.199394
case3,3,6600,2,0.196970
case3,3,6600,3,0.203333
case3,3,6600,4,0.201212
case3,3,6600,5,0.199091
case3,3,6700,1,0.198657
case3,3,6700,2,0.196567
case3,3,6700,3,0.204776
case3,3,6700,4,0.201940
case3,3,6700,5,0.198060
case3,3,6800,1,0.197794
case3,3,6800,2,0.197353
case3,3,6800,3,0.204265
case3,3,6800,4,0.202206
case3,3,6800,5,0.198382
case3,3,6900,1,0.197826
case3,3,6900,2,0.197971
case3,3,6900,3,0.204203
case3,3,6900,4,0.202464
case3,3,6900,5,0.197536
case3,3,7000,1,0.198000
case3,3,7000,2,0.198571
case3,3,7000,3,0.204000
case3,3,7000,4,0.201857
case3,3,7000,5,0.197571
case3,3,7100,1,0.199155
case3,3,7100,2,0.198732
case3,3,7100,3,0.203944
case3,3,7100,4,0.201690
case3,3,7100,5,0.196479
case3,3,7200,1,0.199167
case3,3,7200,2,0.198750
case3,3,7200,3,0.204306
case3,3,7200,4,0.200556
case3,3,7200,5,0.197222
case3,3,7300,1,0.199726
case3,3,7300,2,0.197945
case3,3,7300,3,0.204521
case3,3,7300,4,0.200411
case3,3,7300,5,0.197397
case3,3,7400,1,0.199595
case3,3,7400,2,0.199189
case3,3,7400,3,0.204595
case3,3,7400,4,0.199865
case3,3,7400,5,0.196757
case3,3,7500,1,0.199467
case3,3,7500,2,0.198400
case3,3,7500,3,0.204800
case3,3,7500,4,0.199867
case3,3,7500,5,0.197467
case3,3,7600,1,0.199079
case3,3,7600,2,0.198289
case3,3,7600,3,0.204211
case3,3,7600,4,0.200132
case3,3,7600,5,0.198289
case3,3,7700,1,0.199351
case3,3,7700,2,0.198701
case3,3,7700,3,0.204156
case3,3,7700,4,0.200390
case3,3,7700,5,0.197403
case3,3,7800,1,0.199231
case3,3,7800,2,0.199103
case3,3,7800,3,0.204615
case3,3,7800,4,0.199872
case3,3,7800,5,0.197179
case3,3,7900,1,0.198734
case3,3,7900,2,0.199241
case3,3,7900,3,0.204430
case3,3,7900,4,0.200253
case3,3,7900,5,0.197342
case3,3,8000,1,0.197625
case3,3,8000,2,0.199625
case3,3,8000,3,0.203500
case3,3,8000,4,0.201375
case3,3,8000,5,0.197875
case3,3,8100,1,0.198272
case3,3,8100,2,0.200370
case3,3,8100,3,0.203210
case3,3,8100,4,0.201358
case3,3,8100,5,0.196790
case3,3,8200,1,0.198415
case3,3,8200,2,0.200488
case3,3,8200,3,0.202927
case3,3,8200,4,0.201220
case3,3,8200,5,0.196951
case3,3,8300,1,0.198675
case3,3,8300,2,0.200120
case3,3,8300,3,0.203373
case3,3,8300,4,0.201325
case3,3,8300,5,0.196506
case3,3,8400,1,0.199524
case3,3,8400,2,0.199405
case3,3,8400,3,0.203333
case3,3,8400,4,0.201429
case3,3,8400,5,0.196310
case3,3,8500,1,0.199059
case3,3,8500,2,0.199059
case3,3,8500,3,0.203529
case3,3,8500,4,0.202588
case3,3,8500,5,0.195765
case3,3,8600,1,0.198488
case3,3,8600,2,0.200000
case3,3,8600,3,0.203488
case3,3,8600,4,0.202674
case3,3,8600,5,0.195349
case3,3,8700,1,0.198161
case3,3,8700,2,0.199885
case3,3,8700,3,0.204253
case3,3,8700,4,0.202299
case3,3,8700,5,0.195402
case3,3,8800,1,0.198750
case3,3,8800,2,0.198750
case3,3,8800,3,0.204886
case3,3,8800,4,0.202727
case3,3,8800,5,0.194886
case3,3,8900,1,0.198202
case3,3,8900,2,0.199101
case3,3,8900,3,0.204719
case3,3,8900,4,0.202697
case3,3,8900,5,0.195281
case3,3,9000,1,0.198444
case3,3,9000,2,0.199889
case3,3,9000,3,0.204000
case3,3,9000,4,0.201778
case3,3,9000,5,0.195889
case3,3,9100,1,0.198462
case3,3,9100,2,0.199780
case3,3,9100,3,0.203956
case3,3,9100,4,0.201319
case3,3,9100,5,0.196484
case3,3,9200,1,0.198913
case3,3,9200,2,0.199674
case3,3,9200,3,0.203370
case3,3,9200,4,0.201630
case3,3,9200,5,0.196413
case3,3,9300,1,0.198602
case3,3,9300,2,0.199677
case3,3,9300,3,0.204301
case3,3,9300,4,0.201613
case3,3,9300,5,0.195806
case3,3,9400,1,0.198830
case3,3,9400,2,0.199574
case3,3,9400,3,0.204149
case3,3,9400,4,0.201596
case3,3,9400,5,0.195851
case3,3,9500,1,0.199263
case3,3,9500,2,0.199053
case3,3,9500,3,0.203789
case3,3,9500,4,0.201684
case3,3,9500,5,0.196211
case3,3,9600,1,0.199687
case3,3,9600,2,0.198646
case3,3,9600,3,0.204375
case3,3,9600,4,0.201458
case3,3,9600,5,0.195833
case3,3,9700,1,0.199691
case3,3,9700,2,0.198866
case3,3,9700,3,0.204742
case3,3,9700,4,0.201753
case3,3,9700,5,0.194948
case3,3,9800,1,0.199694
case3,3,9800,2,0.198980
case3,3,9800,3,0.204082
case3,3,9800,4,0.201939
case3,3,9800,5,0.195306
case3,3,9900,1,0.200202
case3,3,9900,2,0.198384
case3,3,9900,3,0.203939
case3,3,9900,4,0.202424
case3,3,9900,5,0.195051
case3,3,10000,1,0.199800
case3,3,10000,2,0.198900
case3,3,10000,3,0.204000
case3,3,10000,4,0.202000
case3,3,10000,5,0.195300
case3,4,100,1,0.240000
case3,4,100,2,0.230000
case3,4,100,3,0.160000
case3,4,100,4,0.210000
case3,4,100,5,0.160000
case3,4,200,1,0.240000
case3,4,200,2,0.170000
case3,4,200,3,0.165000
case3,4,200,4,0.215000
case3,4,200,5,0.210000
case3,4,300,1,0.230000
case3,4,300,2,0.173333
case3,4,300,3,0.190000
case3,4,300,4,0.213333
case3,4,300,5,0.193333
case3,4,400,1,0.200000
case3,4,400,2,0.192500
case3,4,400,3,0.192500
case3,4,400,4,0.220000
case3,4,400,5,0.195000
case3,4,500,1,0.210000
case3,4,500,2,0.190000
case3,4,500,3,0.188000
case3,4,500,4,0.224000
case3,4,500,5,0.188000
case3,4,600,1,0.206667
case3,4,600,2,0.190000
case3,4,600,3,0.185000
case3,4,600,4,0.220000
case3,4,600,5,0.198333
case3,4,700,1,0.207143
case3,4,700,2,0.184286
case3,4,700,3,0.184286
case3,4,700,4,0.220000
case3,4,700,5,0.204286
case3,4,800,1,0.200000
case3,4,800,2,0.187500
case3,4,800,3,0.190000
case3,4,800,4,0.213750
case3,4,800,5,0.208750
case3,4,900,1,0.198889
case3,4,900,2,0.188889
case3,4,900,3,0.197778
case3,4,900,4,0.208889
case3,4,900,5,0.205556
case3,4,1000,1,0.205000
case3,4,1000,2,0.191000
case3,4,1000,3,0.192000
case3,4,1000,4,0.212000
case3,4,1000,5,0.200000
case3,4,1100,1,0.202727
case3,4,1100,2,0.190000
case3,4,1100,3,0.194545
case3,4,1100,4,0.212727
case3,4,1100,5,0.200000
case3,4,1200,1,0.203333
case3,4,1200,2,0.191667
case3,4,1200,3,0.195000
case3,4,1200,4,0.213333
case3,4,1200,5,0.196667
case3,4,1300,1,0.203077
case3,4,1300,2,0.196154
case3,4,1300,3,0.192308
case3,4,1300,4,0.209231
case3,4,1300,5,0.199231
case3,4,1400,1,0.205000
case3,4,1400,2,0.197857
case3,4,1400,3,0.193571
case3,4,1400,4,0.205714
case3,4,1400,5,0.197857
case3,4,1500,1,0.203333
case3,4,1500,2,0.195333
case3,4,1500,3,0.195333
case3,4,1500,4,0.208667
case3,4,1500,5,0.197333
case3,4,1600,1,0.202500
case3,4,1600,2,0.197500
case3,4,1600,3,0.195625
case3,4,1600,4,0.207500
case3,4,1600,5,0.196875
case3,4,1700,1,0.200588
case3,4,1700,2,0.198235
case3,4,1700,3,0.192941
case3,4,1700,4,0.208824
case3,4,1700,5,0.199412
case3,4,1800,1,0.201667
case3,4,1800,2,0.192778
case3,4,1800,3,0.196667
case3,4,1800,4,0.207778
case3,4,1800,5,0.201111
case3,4,1900,1,0.201053
case3,4,1900,2,0.190526
case3,4,1900,3,0.199474
case3,4,1900,4,0.210526
case3,4,1900,5,0.198421
case3,4,2000,1,0.197000
case3,4,2000,2,0.192000
case3,4,2000,3,0.198500
case3,4,2000,4,0.213000
case3,4,2000,5,0.199500
case3,4,2100,1,0.194286
case3,4,2100,2,0.192857
case3,4,2100,3,0.200952
case3,4,2100,4,0.210952
case3,4,2100,5,0.200952
case3,4,2200,1,0.195455
case3,4,2200,2,0.193636
case3,4,2200,3,0.202727
case3,4,2200,4,0.206364
case3,4,2200,5,0.201818
case3,4,2300,1,0.198696
case3,4,2300,2,0.193913
case3,4,2300,3,0.200870
case3,4,2300,4,0.206522
case3,4,2300,5,0.200000
case3,4,2400,1,0.199167
case3,4,2400,2,0.191250
case3,4,2400,3,0.200417
case3,4,2400,4,0.211667
case3,4,2400,5,0.197500
case3,4,2500,1,0.201200
case3,4,2500,2,0.193200
case3,4,2500,3,0.197600
case3,4,2500,4,0.210800
case3,4,2500,5,0.197200
case3,4,2600,1,0.199231
case3,4,2600,2,0.193462
case3,4,2600,3,0.199615
case3,4,2600,4,0.209615
case3,4,2600,5,0.198077
case3,4,2700,1,0.198889
case3,4,2700,2,0.191481
case3,4,2700,3,0.201111
case3,4,2700,4,0.211111
case3,4,2700,5,0.197407
case3,4,2800,1,0.199643
case3,4,2800,2,0.189643
case3,4,2800,3,0.201071
case3,4,2800,4,0.210000
case3,4,2800,5,0.199643
case3,4,2900,1,0.198276
case3,4,2900,2,0.188276
case3,4,2900,3,0.200690
case3,4,2900,4,0.210690
case3,4,2900,5,0.202069
case3,4,3000,1,0.196000
case3,4,3000,2,0.189000
case3,4,3000,3,0.203000
case3,4,3000,4,0.209667
case3,4,3000,5,0.202333
case3,4,3100,1,0.198387
case3,4,3100,2,0.188065
case3,4,3100,3,0.201935
case3,4,3100,4,0.210645
case3,4,3100,5,0.200968
case3,4,3200,1,0.197500
case3,4,3200,2,0.188750
case3,4,3200,3,0.202187
case3,4,3200,4,0.210000
case3,4,3200,5,0.201563
case3,4,3300,1,0.195758
case3,4,3300,2,0.191212
case3,4,3300,3,0.202121
case3,4,3300,4,0.209394
case3,4,3300,5,0.201515
case3,4,3400,1,0.196471
case3,4,3400,2,0.190588
case3,4,3400,3,0.199706
case3,4,3400,4,0.208824
case3,4,3400,5,0.204412
case3,4,3500,1,0.195143
case3,4,3500,2,0.193143
case3,4,3500,3,0.200571
case3,4,3500,4,0.209429
case3,4,3500,5,0.201714
case3,4,3600,1,0.195000
case3,4,3600,2,0.193611
case3,4,3600,3,0.200278
case3,4,3600,4,0.210556
case3,4,3600,5,0.200556
case3,4,3700,1,0.197027
case3,4,3700,2,0.193784
case3,4,3700,3,0.200000
case3,4,3700,4,0.207838
case3,4,3700,5,0.201351
case3,4,3800,1,0.195526
case3,4,3800,2,0.193947
case3,4,3800,3,0.200263
case3,4,3800,4,0.208947
case3,4,3800,5,0.201316
case3,4,3900,1,0.197179
case3,4,3900,2,0.193846
case3,4,3900,3,0.198462
case3,4,3900,4,0.209231
case3,4,3900,5,0.201282
case3,4,4000,1,0.197750
case3,4,4000,2,0.193750
case3,4,4000,3,0.199000
case3,4,4000,4,0.208750
case3,4,4000,5,0.200750
case3,4,4100,1,0.197805
case3,4,4100,2,0.193659
case3,4,4100,3,0.200000
case3,4,4100,4,0.207805
case3,4,4100,5,0.200732
case3,4,4200,1,0.196429
case3,4,4200,2,0.194524
case3,4,4200,3,0.202857
case3,4,4200,4,0.207143
case3,4,4200,5,0.199048
case3,4,4300,1,0.196744
case3,4,4300,2,0.193023
case3,4,4300,3,0.203721
case3,4,4300,4,0.208372
case3,4,4300,5,0.198140
case3,4,4400,1,0.197727
case3,4,4400,2,0.193409
case3,4,4400,3,0.202955
case3,4,4400,4,0.208636
case3,4,4400,5,0.197273
case3,4,4500,1,0.197778
case3,4,4500,2,0.193556
case3,4,4500,3,0.203111
case3,4,4500,4,0.208444
case3,4,4500,5,0.197111
case3,4,4600,1,0.196522
case3,4,4600,2,0.195000
case3,4,4600,3,0.203043
case3,4,4600,4,0.208261
case3,4,4600,5,0.197174
case3,4,4700,1,0.195532
case3,4,4700,2,0.196170
case3,4,4700,3,0.203191
case3,4,4700,4,0.208298
case3,4,4700,5,0.196809
case3,4,4800,1,0.196250
case3,4,4800,2,0.195625
case3,4,4800,3,0.202500
case3,4,4800,4,0.208542
case3,4,4800,5,0.197083
case3,4,4900,1,0.195306
case3,4,4900,2,0.196122
case3,4,4900,3,0.200408
case3,4,4900,4,0.208980
case3,4,4900,5,0.199184
case3,4,5000,1,0.196400
case3,4,5000,2,0.195000
case3,4,5000,3,0.201000
case3,4,5000,4,0.208200
case3,4,5000,5,0.199400
case3,4,5100,1,0.196667
case3,4,5100,2,0.194314
case3,4,5100,3,0.202353
case3,4,5100,4,0.207647
case3,4,5100,5,0.199020
case3,4,5200,1,0.198077
case3,4,5200,2,0.194231
case3,4,5200,3,0.202500
case3,4,5200,4,0.205769
case3,4,5200,5,0.199423
case3,4,5300,1,0.198302
case3,4,5300,2,0.194906
case3,4,5300,3,0.201321
case3,4,5300,4,0.206038
case3,4,5300,5,0.199434
case3,4,5400,1,0.197963
case3,4,5400,2,0.194444
case3,4,5400,3,0.200741
case3,4,5400,4,0.206667
case3,4,5400,5,0.200185
case3,4,5500,1,0.197636
case3,4,5500,2,0.195818
case3,4,5500,3,0.200545
case3,4,5500,4,0.206909
case3,4,5500,5,0.199091
case3,4,5600,1,0.196250
case3,4,5600,2,0.196250
case3,4,5600,3,0.200536
case3,4,5600,4,0.208393
case3,4,5600,5,0.198571
case3,4,5700,1,0.196667
case3,4,5700,2,0.197193
case3,4,5700,3,0.200175
case3,4,5700,4,0.207895
case3,4,5700,5,0.198070
case3,4,5800,1,0.197069
case3,4,5800,2,0.196207
case3,4,5800,3,0.201034
case3,4,5800,4,0.208103
case3,4,5800,5,0.197586
case3,4,5900,1,0.196441
case3,4,5900,2,0.196271
case3,4,5900,3,0.201186
case3,4,5900,4,0.208475
case3,4,5900,5,0.197627
case3,4,6000,1,0.197000
case3,4,6000,2,0.196667
case3,4,6000,3,0.201000
case3,4,6000,4,0.208333
case3,4,6000,5,0.197000
case3,4,6100,1,0.196393
case3,4,6100,2,0.195902
case3,4,6100,3,0.200984
case3,4,6100,4,0.209344
case3,4,6100,5,0.197377
case3,4,6200,1,0.197258
case3,4,6200,2,0.196452
case3,4,6200,3,0.200484
case3,4,6200,4,0.208871
case3,4,6200,5,0.196935
case3,4,6300,1,0.196984
case3,4,6300,2,0.195873
case3,4,6300,3,0.200635
case3,4,6300,4,0.209365
case3,4,6300,5,0.197143
case3,4,6400,1,0.197031
case3,4,6400,2,0.196875
case3,4,6400,3,0.201563
case3,4,6400,4,0.209063
case3,4,6400,5,0.195469
case3,4,6500,1,0.196462
case3,4,6500,2,0.196769
case3,4,6500,3,0.201077
case3,4,6500,4,0.208923
case3,4,6500,5,0.196769
case3,4,6600,1,0.195758
case3,4,6600,2,0.197576
case3,4,6600,3,0.200303
case3,4,6600,4,0.209848
case3,4,6600,5,0.196515
case3,4,6700,1,0.195970
case3,4,6700,2,0.197612
case3,4,6700,3,0.200448
case3,4,6700,4,0.210299
case3,4,6700,5,0.195672
case3,4,6800,1,0.196029
case3,4,6800,2,0.197941
case3,4,6800,3,0.200000
case3,4,6800,4,0.209706
case3,4,6800,5,0.196324
case3,4,6900,1,0.195217
case3,4,6900,2,0.199275
case3,4,6900,3,0.199275
case3,4,6900,4,0.210145
case3,4,6900,5,0.196087
case3,4,7000,1,0.195857
case3,4,7000,2,0.199143
case3,4,7000,3,0.200000
case3,4,7000,4,0.209429
case3,4,7000,5,0.195571
case3,4,7100,1,0.195634
case3,4,7100,2,0.198451
case3,4,7100,3,0.199577
case3,4,7100,4,0.209296
case3,4,7100,5,0.197042
case3,4,7200,1,0.195833
case3,4,7200,2,0.198611
case3,4,7200,3,0.200694
case3,4,7200,4,0.208472
case3,4,7200,5,0.196389
case3,4,7300,1,0.197397
case3,4,7300,2,0.197808
case3,4,7300,3,0.200822
case3,4,7300,4,0.207808
case3,4,7300,5,0.196164
case3,4,7400,1,0.197838
case3,4,7400,2,0.197973
